raw,calibration
0,0
368,9000
442,9500
482,10000
532,10500
562,11000
623,11500
669,12000
693,12500
753,13000
777,13500
840,14000
856,14600
897,15000
943,15500
961,16000
983,16500
998,17000
1039,18000
1069,18500
1111,19000
1141,19500
1175,20000
1201,20500
1239,21100
1261,21500
1292,22000
1323,22500
1351,23000
1386,23600
1500,27000
1900,28000
2798,29000
3500,29500
4095,30000
