raw,calibration
58,0
62,12000
63,24000
64,36000
65,48000
66,60000
70,72000
76,84000
84,96000
94,108000
105,120000
327,240000
655,360000
1030,480000
1453,600000
1815,720000
2207,840000
2228,852000
2271,864000
2475,864000
2867,864000
3255,864000
3675,864000
4095,864000
